CODE,title,description,url,t_rex
PSY 401,Advanced Internship,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0677521,https://explorer.cuny.edu/receiving-course/067752/1
PSY 416,Group Dynamics,"Group experience as a path to effective interpersonal relationships. The course aims to provide an understanding of the nature of group goal setting and leadership training. Explored are one's attitudes toward oneself and their relationship to ethnic groups and social action. A variety of encounter techniques will be used to achieve course aims. Prerequisites: At least 12 credits of psychology courses numbered 200 or higher, including at least two from PSY 202, PSY 212, PSY 226, PSY 362; and permission of the instructor.",https://csi-undergraduate.catalog.cuny.edu/courses/0677531,https://explorer.cuny.edu/receiving-course/067753/1
PSY 420,Advanced Seminar in Psychology,"Critical study of a selected area of psychology. Students will be encouraged to work on experimental, theoretical, and applied problems. Prerequisite: Permission of the instructor.",https://csi-undergraduate.catalog.cuny.edu/courses/0677541,https://explorer.cuny.edu/receiving-course/067754/1
PSY 464,Applied Behavior Analysis,"Introduction to the methods and theory of applied behavior analysis with a special focus on individuals with developmental disabilities. Topics include, but are not limited to, classical and operant conditioning, reinforcement theory, schedules of reinforcement, stimulus control, single-subject design, development of treatment programs, assessment procedures, data analysis, token economies, and professional responsibilities and ethics. All students will receive supervised experience in behavior modification settings using the principles of Applied Behavior Analysis.",https://csi-undergraduate.catalog.cuny.edu/courses/0677561,https://explorer.cuny.edu/receiving-course/067756/1
PSY 480,Advanced Learning and Behavior,"Behavioral principles will be related to complex processes such as attention, memory, and concept formation. Students will read and discuss relevant literature, design and conduct research projects related to the subject matter, and write reports describing the results of projects. Prerequisites: At least three of the following courses: PSY 242, PSY 266, PSY 288, PSY 330, PSY 333; or permission of the instructor.",https://csi-undergraduate.catalog.cuny.edu/courses/0677571,https://explorer.cuny.edu/receiving-course/067757/1
PSY 482,Adv Lrng/Behavr II,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0677581,https://explorer.cuny.edu/receiving-course/067758/1
PSY 503,Social Psychology of Mobile Communication Technology and Social Media,Social Psychology of Mobile Communication Technology and Social Media,https://csi-undergraduate.catalog.cuny.edu/courses/1233261,https://explorer.cuny.edu/receiving-course/123326/1
PSY 507,The Psychology of Emotion,"An examination of the major theories and recent research on human emotions, including findings from diverse areas such as animal research, learning theory, human development, and advances in psychotherapy. Students will explore the nature of emotions, changes in emotions seen throughout development, stress and the regulation of emotions, and emotional and social intelligence. Additionally, cultural and societal considerations as well as emotional well being and psychological disorders will be addressed.",https://csi-undergraduate.catalog.cuny.edu/courses/1354221,https://explorer.cuny.edu/receiving-course/135422/1
PSY 517,Persn Psych Issues,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0677751,https://explorer.cuny.edu/receiving-course/067775/1
PSY 548,Applied Public Interest Technology,"Public interest technology (PIT) is an interdisciplinary field focused on how technology can be used to support public interest organizations (non-profits, civic entities, etc.) and the people they serve.  The larger goal of PIT is to do good in the world, to build partnerships, to create career pathways, to improve policy design and implementation and to critically challenge the role of technology in our society. This course will build on the goals of  PIT to explore human-centered design and data science as a means of solving community challenges through a lens of applied social psychology. Students will be engaged in a semester-long research project focused on topics related to public interest technology. Experts and projects from other institutions within New Americas Public Interest Technology University Network will support the learning goals for this course.",https://csi-undergraduate.catalog.cuny.edu/courses/1529721,https://explorer.cuny.edu/receiving-course/152972/1
PSY 591,Psychology Independent Study,Psychology Independent Study,https://csi-undergraduate.catalog.cuny.edu/courses/0677851,https://explorer.cuny.edu/receiving-course/067785/1
PSY 592,Psychology Independent Study,Psychology Independent Study,https://csi-undergraduate.catalog.cuny.edu/courses/0677861,https://explorer.cuny.edu/receiving-course/067786/1
PSY 593,Psycholgy Ind Stdy,Psycholgy Ind Stdy,https://csi-undergraduate.catalog.cuny.edu/courses/0677871,https://explorer.cuny.edu/receiving-course/067787/1
PSY 594,Psycholgy Ind Stdy,Psycholgy Ind Stdy,https://csi-undergraduate.catalog.cuny.edu/courses/0677881,https://explorer.cuny.edu/receiving-course/067788/1
PSY 595,Psychology Intrnship,Psychology Intrnship,https://csi-undergraduate.catalog.cuny.edu/courses/0677891,https://explorer.cuny.edu/receiving-course/067789/1
PSY 596,Psychology Intrnship,Psychology Intrnship,https://csi-undergraduate.catalog.cuny.edu/courses/0677901,https://explorer.cuny.edu/receiving-course/067790/1
PSY 597,Psychology Intrnship,Psychology Intrnship,https://csi-undergraduate.catalog.cuny.edu/courses/0677911,https://explorer.cuny.edu/receiving-course/067791/1
PSY 598,Psychology Internship,"Internships are experiences in a work situation that integrate an academic area of study with work experience. Courses designated Internships are individual, non-classroom, extended learning projects. They require an on-site supervisor as well as a full-time faculty member as project sponsor. Internships require a daily log of activities, an assigned reading list or preparation of a relevant bibliography, and a final paper that summarizes the way in which goals were achieved and demonstrates the relationship of academic material to the work done during the internship. Internship courses are considered non-liberal arts and sciences. Internship students may not receive credit for paid employment unless they demonstrate the relationship of an appropriate body of academic material to the work required in their employment. The policy on individual Internship projects does not govern the regularly established professional internships (e.g., medical technology, communications).",https://csi-undergraduate.catalog.cuny.edu/courses/0677921,https://explorer.cuny.edu/receiving-course/067792/1
RCEC 1000,Required Core - English Composition,Satisfies Required Core - English Composition,https://csi-undergraduate.catalog.cuny.edu/courses/1226671,https://explorer.cuny.edu/receiving-course/122667/1
RCEC 1000R,Required Core - English Composition Reviewed,Satisfies Required Core - English Composition Reviewed,https://csi-undergraduate.catalog.cuny.edu/courses/1493581,https://explorer.cuny.edu/receiving-course/149358/1
RCLP 1000,Required Core - Life and Physical Sciences,Satisfies Required Core - Life and Physical Sciences,https://csi-undergraduate.catalog.cuny.edu/courses/1226681,https://explorer.cuny.edu/receiving-course/122668/1
RCLP 1000R,Required Core - Life and Physical Sciences Reviewed,Satisfies Required Core - Life and Physical Sciences Reviewed,https://csi-undergraduate.catalog.cuny.edu/courses/1493591,https://explorer.cuny.edu/receiving-course/149359/1
RCMQ 1000,Required Core - Mathematical & Quantitative Reasoning,Satisfies Required Core - Mathematical & Quantitative Reasoning,https://csi-undergraduate.catalog.cuny.edu/courses/1226691,https://explorer.cuny.edu/receiving-course/122669/1
RUS 113,Basic Russian I,Basic Russian I,https://csi-undergraduate.catalog.cuny.edu/courses/0679171,https://explorer.cuny.edu/receiving-course/067917/1
RUS 114,Basic Russian II,Basic Russian II,https://csi-undergraduate.catalog.cuny.edu/courses/0679181,https://explorer.cuny.edu/receiving-course/067918/1
SCI 106,"Power, Pollution, and Energy","3 class hours, 2 laboratory hours; 4 credits. Topics include the effects of radioactivity, noise, heat, and various forms of energy on the environment. The physical principles will be developed to understand these phenomena and the scope of the related environmental problem. Laboratory studies and student projects illustrative of the fundamental principles associated with power, pollution, and energy complement the lectures. Not intended for the Physics or Engineering Science major. (science). Prerequisite: MTH 025 or MTH 030 or an appropriate math placement.",https://csi-undergraduate.catalog.cuny.edu/courses/0679491,https://explorer.cuny.edu/receiving-course/067949/1
SCI 591,Science Ind Study,Science Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0679541,https://explorer.cuny.edu/receiving-course/067954/1
SCI 592,Science Ind Study,Science Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0679551,https://explorer.cuny.edu/receiving-course/067955/1
SCI 593,Science Ind Study,Science Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0679561,https://explorer.cuny.edu/receiving-course/067956/1
SCI 594,Science Ind Study,Science Ind Study,https://csi-undergraduate.catalog.cuny.edu/courses/0679571,https://explorer.cuny.edu/receiving-course/067957/1
SCI 595,Science Internship,Science Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0679581,https://explorer.cuny.edu/receiving-course/067958/1
SCI 596,Science Internship,Science Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0679591,https://explorer.cuny.edu/receiving-course/067959/1
SCI 597,Science Internship,Science Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0679601,https://explorer.cuny.edu/receiving-course/067960/1
SCI 598,Science Internship,Science Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0679611,https://explorer.cuny.edu/receiving-course/067961/1
SEC 111,Typing I,Typing I,https://csi-undergraduate.catalog.cuny.edu/courses/0679701,https://explorer.cuny.edu/receiving-course/067970/1
SEC 121,Typing II,Typing II,https://csi-undergraduate.catalog.cuny.edu/courses/0679731,https://explorer.cuny.edu/receiving-course/067973/1
SKO 100,Freshman Orientation,"A means of helping incoming freshmen to develop educational and career goals through a group process of self-awareness with an emphasis on learning as a cooperative venture. In addition to providing information relative to the College setting, the course offers a systematic vehicle for interaction between student and counselor. A major theme throughout is a focus on the responsibility of the student for his or her own life and college career. The course also offers assistance with basic study skills and study habits.",https://csi-undergraduate.catalog.cuny.edu/courses/0680811,https://explorer.cuny.edu/receiving-course/068081/1
SKO 101,Psycho-Dynamics of Student Life,"An analysis of personal and contemporary issues that affect the everyday life of students. Emphasis is on topics that play a major role in student development and the educational process such as adjustment to college life, strategies for change, and insights into personal success.",https://csi-undergraduate.catalog.cuny.edu/courses/0680821,https://explorer.cuny.edu/receiving-course/068082/1
SKO 102,Learning to Learn,"A learning approach that provides study techniques geared to college success. The course focuses on the use of an inquiry method for new subject matter by which students learn to identify the component parts of complex principles and ideas in content courses. Topics include note taking, time management, reading and writing techniques, information mapping, and test taking strategies. Informal feedback mechanisms are included to help students assess their own progress. Prerequisite: Permission of the department.",https://csi-undergraduate.catalog.cuny.edu/courses/0680831,https://explorer.cuny.edu/receiving-course/068083/1
SKO 103,Stress: Understanding and Management,"A comprehensive presentation of the physical, social, and psychological understanding of the human stress response. Opportunities for students to learn concrete scientific insights, practical stress management skills, and beneficial relaxation techniques are offered.",https://csi-undergraduate.catalog.cuny.edu/courses/0680841,https://explorer.cuny.edu/receiving-course/068084/1
SLS 217,Fundamentals of Mathematics I,"A study of the conceptual basis of arithmetic operations on integers, decimals and fractions designed for students seeking certification as elementary school teachers.  Ideas behind familiar algorithms are explored using visual models, verbal problems, and other concrete representations.  Emphasis is placed on students being able to provide verbal and written explanations for these ideas.",https://csi-undergraduate.catalog.cuny.edu/courses/0661022,https://explorer.cuny.edu/receiving-course/066102/2
SLS 218,Fundamentals of Mathematics II,"A study of geometry, data representation, probability, and statistics designed for students planning to teach at the elementary or early-childhood level, with an emphasis on mathematical reasoning, problem solving, and communication.  Builds on and is a continuation of MTH/SLS 217.",https://csi-undergraduate.catalog.cuny.edu/courses/0661032,https://explorer.cuny.edu/receiving-course/066103/2
SLS 226,Cultural Geography,"This course will provide a global context to explore various cultural issues while highlighting the role of human impact on places, landscapes, and the planet.  Students will develop an understanding of the basic concepts of cultural geography, including those related to population, migration, religion, ethnicity, urbanization, agriculture, nature and environment, resource use, and territoriality.",https://csi-undergraduate.catalog.cuny.edu/courses/0647042,https://explorer.cuny.edu/receiving-course/064704/2
SLS 230,American Society,"An introduction to the forces that have shaped American society. Emphasis is placed on the interaction of political, economic, and cultural factors. Themes include the creation of American myths, the triumph of majority traditions, the American heritage of dissent, and the responses to social crises.",https://csi-undergraduate.catalog.cuny.edu/courses/0680971,https://explorer.cuny.edu/receiving-course/068097/1
SLS 232,Social Geography,"A social geographic approach in examining the spatial organization of human behavior and people?s relationship with their environment.  Students will develop an understanding of the concepts of social geography as related to the major aspects of human behavior on the Earth, including population increase, migration throughout the world, the urbanization of the majority of humanity, and the modification of the surface of the planet via agricultural practices, industrialization, and natural resource exploitation.",https://csi-undergraduate.catalog.cuny.edu/courses/1359722,https://explorer.cuny.edu/receiving-course/135972/2
SLS 235,The American Political System,"Study of major U.S. political institutions-the Presidency, Congress, Supreme Court, bureaucracy, and the Democratic and Republican parties. The course will emphasize the extent to which the actual workings of our political systems differ from, and are affected by, constitutional theory and legal rules and thus will discuss the impact of pressure groups and public opinion. It will also cover selected state and local political issues. Not open to students who have taken POL 100.",https://csi-undergraduate.catalog.cuny.edu/courses/0680981,https://explorer.cuny.edu/receiving-course/068098/1
SLS 240,World Civilization I,"A comparative study of the growth and development of the major global civilizations from earliest times to the onset of modernity. An overview of the development of civilizations, examining their structure and organization, characteristic ideas and institutions, and the processes of cultural diffusion and conflict within and between them. For History majors and minors, this is designated as a pre-1700 history course.",https://csi-undergraduate.catalog.cuny.edu/courses/0651852,https://explorer.cuny.edu/receiving-course/065185/2
SLS 241,World Civilization II,"The growth and development of the major civilizations around the globe from the onset of modernity to present times, with particular attention to the changing relationships among global communities.  (world history for majors and minors).",https://csi-undergraduate.catalog.cuny.edu/courses/0651862,https://explorer.cuny.edu/receiving-course/065186/2
SLS 245,Contemporary Social Issues,"A study of selected contemporary social problems such as poverty, criminal justice, ethnicity, or race relations from the perspectives of political science, economics, and sociology. The emphasis will be on urban problems. The course will explore the types of questions that might be raised about the topics by persons trained in the social sciences and will explore the methods used to answer such questions. Relationships between modes of inquiry, types of questions asked, and the answers obtained. An emphasis on developing the ability to read, understand, and think critically about writings in the social sciences.",https://csi-undergraduate.catalog.cuny.edu/courses/0681011,https://explorer.cuny.edu/receiving-course/068101/1
SLS 261,Nature of Physical Processes,"A culturally oriented course and associated laboratory for liberal arts students who seek to deepen their understanding and appreciation of the style and status of modern physical inquiry. Topics will be drawn from Newtonian mechanics, quantum theory, relativity, and nuclear physics. Prerequisites: A minimum GPA of 3.0; MTH 123 or MTH125; at least one Life and Physical Science or Scientific World course.",https://csi-undergraduate.catalog.cuny.edu/courses/0673762,https://explorer.cuny.edu/receiving-course/067376/2
SLS 262,Life Science in Context,"3 class hours, 2 laboratory hours; 4 credits. The connections among fundamental issues from the daily world and the respective underlying life-science concepts. It is integrated with and complements the Physical Processes course (SLS 261) by stimulating a perception of an interconnected nature. Through lectures and laboratory work, students will analyze concepts and phenomenon in nature such as the properties of air, pollutants, the chemistry of global warming, acid rain, plastics and polymers, nutrition, and genetic engineering. The course will develop the student's independent problem/analysis skill while building a global awareness of chemical processes.Prerequisite: MTH 123 or MTH 125; SLS 261/PHY 206 with a minimum grade of C and a minimum GPA of 3.0.",https://csi-undergraduate.catalog.cuny.edu/courses/0681061,https://explorer.cuny.edu/receiving-course/068106/1
SLS 264,Political Geography,"All politics are embedded in geographical space. This course examines the ways in which people have territorially arranged the Earth's surface, internal and external relationships of politically organized areas, the effects of political actions on social and economic conditions, and the significance of geographical factors behind political situations, problems, and conflicts within and between different territories.",https://csi-undergraduate.catalog.cuny.edu/courses/0647103,https://explorer.cuny.edu/receiving-course/064710/3
SLS 301,Humanities I: Ancient Cultures,"A study of selected works from the literature, history, and philosophy of ancient civilizations with attention to the fine arts of the period. This course has a significant writing component.",https://csi-undergraduate.catalog.cuny.edu/courses/0681081,https://explorer.cuny.edu/receiving-course/068108/1
SLS 302,Humanities II: Medieval and Early Modern Cultures,"A study of selected works from the literature, history, and philosophy of the medieval and early modern world, with attention to the fine arts of the period. This course has a significant writing component.",https://csi-undergraduate.catalog.cuny.edu/courses/0681091,https://explorer.cuny.edu/receiving-course/068109/1
SLS 303,Humanities III: Modern Cultures,A study of selected works from the literature and philosophy of modern civilizations with attention to the fine arts and modern media of the period.  This course has a significant writing component.,https://csi-undergraduate.catalog.cuny.edu/courses/0681101,https://explorer.cuny.edu/receiving-course/068110/1
SLS 325,Social Thought,"Analysis of key trends in social theory from ancient times to the present. Includes the study of thought concerning the early organization of human society, the development of agricultural and feudal societies, the effects of industrialization and the modern age, and the already-significant impacts of the computer age and the Internet. The course is especially concerned with major social questions in science, philosophy, urbanism, and political economy. Emphasis on reading and discussing original sources. Prerequisites: A minimum GPA of 3.0, ENG 111, ENG 151, and a 200-level Social Scientific Analysis.",https://csi-undergraduate.catalog.cuny.edu/courses/0681111,https://explorer.cuny.edu/receiving-course/068111/1
SLS 591,Sci/Lt/Soc Ind Std,Sci/Lt/Soc Ind Std,https://csi-undergraduate.catalog.cuny.edu/courses/0681141,https://explorer.cuny.edu/receiving-course/068114/1
SLS 592,Sci/Lt/Soc Ind Std,Sci/Lt/Soc Ind Std,https://csi-undergraduate.catalog.cuny.edu/courses/0681151,https://explorer.cuny.edu/receiving-course/068115/1
SLS 593,Sci/Lt/Soc Ind Std,Sci/Lt/Soc Ind Std,https://csi-undergraduate.catalog.cuny.edu/courses/0681161,https://explorer.cuny.edu/receiving-course/068116/1
SLS 594,Sci/Lt/Soc Ind Std,Sci/Lt/Soc Ind Std,https://csi-undergraduate.catalog.cuny.edu/courses/0681171,https://explorer.cuny.edu/receiving-course/068117/1
SLS 595,Science Letter and Society Internship,Science Letter and Society Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0681181,https://explorer.cuny.edu/receiving-course/068118/1
SLS 596,Sci/Lt/Soc Internshp,Sci/Lt/Soc Internshp,https://csi-undergraduate.catalog.cuny.edu/courses/0681191,https://explorer.cuny.edu/receiving-course/068119/1
SLS 597,"Science, Literature and Sociology Internship","Science, Literature and Sociology Internship",https://csi-undergraduate.catalog.cuny.edu/courses/0681201,https://explorer.cuny.edu/receiving-course/068120/1
SLS 598,Science Letter and Sociology Internship,Science Letter and Sociology Internship,https://csi-undergraduate.catalog.cuny.edu/courses/0681211,https://explorer.cuny.edu/receiving-course/068121/1
SOC 100,People and Society,"An introduction to sociological approaches used to study human societies. The course explores the interaction between the individuals, groups and societies; the development and role of social institutions such as health care, education, criminal justice, the economy and the family; the causes and consequences of social inequalities, as structured by factors like social class, race, gender and sexuality.",https://csi-undergraduate.catalog.cuny.edu/courses/0681441,https://explorer.cuny.edu/receiving-course/068144/1
SOC 116,Seminar In Sociology,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0681471,https://explorer.cuny.edu/receiving-course/068147/1
SOC 120,Social Problems in the U.S. Context,"An introduction to social problems. Social problems are matters of public concern and analysis, for which various groups and actors in society offer proposed solutions. The course examines who gets to define social problems, why some problems become matters of greater concern than others, and how wealth, power,and status shape the framing of social problems and proposed solutions. The course focuses on U.S. society, but may involve analysis that situates the United States in a larger global context.Central themes and questions in Sociology, including the tension between structure and agency, the nature and role of social movements, and the significance of race, gender, class, and sexuality, will guide examinations of particular case studies ofcontemporary issues, such as economic and racial inequality; health care; climate change and environmental racism; and mass incarceration.",https://csi-undergraduate.catalog.cuny.edu/courses/0681481,https://explorer.cuny.edu/receiving-course/068148/1
SOC 160,Technlgy & Society,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0681521,https://explorer.cuny.edu/receiving-course/068152/1
SOC 170,Sociology Of Sport,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0681531,https://explorer.cuny.edu/receiving-course/068153/1
SOC 200,Sociological Theory,"Nineteenth- and early 20th-century European sociological theory as it bears on our own time. How Marx, Weber, and Durkheim analyze society, culture, religion, the economy, modes of domination, suicide, alienation, charisma, and other social phenomena. Cultural and gender biases in social thought.",https://csi-undergraduate.catalog.cuny.edu/courses/0681561,https://explorer.cuny.edu/receiving-course/068156/1
SOC 201,Methods of Sociological Research,"How sociologists collect and analyze data. Examination of various methods of research, including questionnaires, interviews, participant observation, and the use of historical and literary sources.",https://csi-undergraduate.catalog.cuny.edu/courses/0681571,https://explorer.cuny.edu/receiving-course/068157/1
SOC 202,"Gender, Race, Ethnicity, and Class","How gender, race, ethnicity, and class interact with each other and influence personal identities, opportunities, and life experiences. The effects of these factors on attitudes and ideology, from the perspectives of scholars to those of political groups within and among nation states. The effects of political economy and the division of labor on gender, race, and class.",https://csi-undergraduate.catalog.cuny.edu/courses/0681581,https://explorer.cuny.edu/receiving-course/068158/1
SOC 203,Social Analysis,"This course will provide students entering the Sociology/Anthropology Major with a grounding in the history of the two disciplines, an introduction to key topics and theorists, and training in the basic skills of reading and writing for the social sciences.  It will serve as a gateway course for students interested in majoring in Sociology/Anthropology.",https://csi-undergraduate.catalog.cuny.edu/courses/1247851,https://explorer.cuny.edu/receiving-course/124785/1
SOC 210,Sociology of Health and Medicine,"Examination of the norms, values, beliefs, role relationships, and organizations of medical practice as a form of human behavior. Emphasis on the social processes that occur in the medical setting. Analysis of the medical environment from a sociological perspective.",https://csi-undergraduate.catalog.cuny.edu/courses/0681601,https://explorer.cuny.edu/receiving-course/068160/1
SOC 212,Criminology,"Sociological research and theory on crime and criminal behavior. Social, cultural, economic, and psychological factors affecting crime. The definition of crime in historical and cross-cultural perspectives: interpersonal violence, organized crime, corporate crime, and political violations of human rights.",https://csi-undergraduate.catalog.cuny.edu/courses/0681611,https://explorer.cuny.edu/receiving-course/068161/1
SOC 220,Marriage and the Family,"Marriage and the family as social institutions. The historical development of these institutions, with special emphasis on the personal and social problems of the matrimonial relationship and of modern family life.",https://csi-undergraduate.catalog.cuny.edu/courses/0681631,https://explorer.cuny.edu/receiving-course/068163/1
SOC 226,Socialization of the Child,"The socialization of the child will be examined in detail in the context of social, cultural, economic, and political institutions; various sociological and psychological theories concerning child rearing. Adolescent socialization, moral development, and the impact of factors such as sex, birth order, social class, and ethnicity will be discussed.",https://csi-undergraduate.catalog.cuny.edu/courses/0681671,https://explorer.cuny.edu/receiving-course/068167/1
SOC 230,Sociology of Women,"Social and cultural forces affecting women's lives. The problems, struggles, and accomplishments of women in social and historical contexts. Changing sex roles and relationships as affected by ethnicity, race, and class.",https://csi-undergraduate.catalog.cuny.edu/courses/0681681,https://explorer.cuny.edu/receiving-course/068168/1
SOC 232,Sociology of Aging,"Social implications of aging in contemporary society. The changing roles, relationships, and opportunities of people as they grow older, affected by social, cultural, medical, political, and economic conditions. Issues related to the elderly who need care.",https://csi-undergraduate.catalog.cuny.edu/courses/0681691,https://explorer.cuny.edu/receiving-course/068169/1
SOC 235,Policing and Mass Incarceration,"Provides a critical perspective of historical and current fighting-crime strategies such as one-strike, zero tolerance and the war on drugs, and their intended and unintended consequences for historically marginalized populations. The course will deal with legal/institutional trends in technologies of policing, the militarization of urban America and activist responses to current ?crisis? of police violence against minority groups in the US and beyond.",https://csi-undergraduate.catalog.cuny.edu/courses/1359731,https://explorer.cuny.edu/receiving-course/135973/1
SOC 238,Sociology of Men,"Comparative, historical perspectives on the male gender role and male domination through social institutions and male gender role socialization. Issues regarding the relationships of men with each other as well as between men and women.",https://csi-undergraduate.catalog.cuny.edu/courses/0681711,https://explorer.cuny.edu/receiving-course/068171/1
SOC 240,Minority Groups,"Social, political, economic, and historical factors affecting minority group status. The roots of prejudice and discrimination; analysis of their psychological and social causes and consequences, especially for access to justice, in modern societies. Emphasis will be placed on a comparison of different cultures in a global context.",https://csi-undergraduate.catalog.cuny.edu/courses/0681721,https://explorer.cuny.edu/receiving-course/068172/1
SOC 245,Contemporary Social Issues,"A study of selected contemporary social problems such as poverty, criminal justice, ethnicity, or race relations from the perspectives of political science, economics, and sociology. The emphasis will be on urban problems. The course will explore the types of questions that might be raised about the topics by persons trained in the social sciences and will explore the methods used to answer such questions. Relationships between modes of inquiry, types of questions asked, and the answers obtained. An emphasis on developing the ability to read, understand, and think critically about writings in the social sciences.",https://csi-undergraduate.catalog.cuny.edu/courses/0681012,https://explorer.cuny.edu/receiving-course/068101/2
SOC 250,Sociology of Religion,The relationship between religion and society from historical and cross-cultural perspectives. Effects of religion on the culture of groups and societies. The effects of social structure and social change on religion; emergence of new religious forms.,https://csi-undergraduate.catalog.cuny.edu/courses/0681751,https://explorer.cuny.edu/receiving-course/068175/1
SOC 255,Sociology of the Arts,"The relationship between the arts and other institutions of contemporary society (e.g., economics, politics, religion). The structure of different art worlds, and the function of both High and Popular art forms in both strengthening and weakening class boundaries.",https://csi-undergraduate.catalog.cuny.edu/courses/0681761,https://explorer.cuny.edu/receiving-course/068176/1
SOC 260,"Class, Status, and Power","Historical and comparative analysis of social classes and stratatheir emergence, persistence, and changein different types of societies. The effects of class, status, and power on the quality of life, social relations, and contests over notions of justice. Recent changes in class structure.",https://csi-undergraduate.catalog.cuny.edu/courses/0681771,https://explorer.cuny.edu/receiving-course/068177/1
SOC 270,The Community,"Processes of neighborhood identity formation, cohesion, conflict, decline, and revitalization. The role of women, and ethnic and class-determined groups in community institutions and community organizing. Staten Island as a case study.",https://csi-undergraduate.catalog.cuny.edu/courses/0681781,https://explorer.cuny.edu/receiving-course/068178/1
SOC 274,Social Welfare,"(SWK 274)  The social welfare system in the contemporary state. Social functions and the historical, economic, and political foundations of the welfare system, including the structure of transfer payments and the social relations that it establishes.",https://csi-undergraduate.catalog.cuny.edu/courses/0681791,https://explorer.cuny.edu/receiving-course/068179/1
SOC 275,Sociology of Education,"The changing social and cultural context of contemporary American education. The relationship between education and social inequality, social mobility, and social change. Issues and debates regarding contemporary education. This course does not meet New York State requirements for teacher certification.",https://csi-undergraduate.catalog.cuny.edu/courses/0681801,https://explorer.cuny.edu/receiving-course/068180/1
SOC 280,Sociology and Politics,"The social background of political elites and movements, bureaucracy and the problem of political power, conflict and social class, and industrial and postindustrial society. Readings from classical theorists and contemporary empirical work.",https://csi-undergraduate.catalog.cuny.edu/courses/0681831,https://explorer.cuny.edu/receiving-course/068183/1
SOC 292,The Individual in Society,"The social context and meaning of individual behavior and face-to-face interaction. An examination of sociological theory and research, from the classic writings of Mead to recent phenomenologists and critics of psychotherapy.",https://csi-undergraduate.catalog.cuny.edu/courses/0681851,https://explorer.cuny.edu/receiving-course/068185/1
SOC 301,Computerized Research Analysis,"This course will help students to acquire quantitative research skills by introducing them to important computer applications in the social sciences. It covers data management and analysis using appropriate software packages such as SPSS. Topics on social statistics will focus on the understanding of principles, selection of procedures, and interpretation of results.",https://csi-undergraduate.catalog.cuny.edu/courses/0681881,https://explorer.cuny.edu/receiving-course/068188/1
SOC 302,Contemporary Sociological Theory,"Theoretical traditions and schools of thought within contemporary sociology including those of functionalism, conflict theory, exchange theory, neo-Marxism, feminism, ethnomethodology, world-systems theory, and historical-comparative theory. Underlying assumptions and cultural biases in social thought.",https://csi-undergraduate.catalog.cuny.edu/courses/0681891,https://explorer.cuny.edu/receiving-course/068189/1
SOC 305,Power and Society in Latin America,"An overview of the political, economic, and cultural forces shaping Latin American societies. It will pay particular attention on social exclusion, the problem of urban insecurity, the struggle for social justice and the effects of contemporary global changes in the region. Readings and class discussions will address both specific countries and global trends affecting the region more broadly.",https://csi-undergraduate.catalog.cuny.edu/courses/0681901,https://explorer.cuny.edu/receiving-course/068190/1
SOC 306,Latinas/os in the United States,"An examination of the sociological and anthropological literature on Latinas/os in the United States. The main goal is to acquaint students with the most important economic, political, and social aspects that contemporary Latino communities are experiencing. Using ethnographies, the course will focus on community formation, social movements, race and ethnicity, gender and sexuality issues, immigration, and transnationalism. Class discussions will also address differences based on national origin, class, and generation. This is a reading and writing intensive course in which students are expected to conduct primary research.",https://csi-undergraduate.catalog.cuny.edu/courses/1093071,https://explorer.cuny.edu/receiving-course/109307/1
SOC 307,Caribbean Societies,"An introduction to the sociological and anthropological literature on Caribbean societies.  The main objective is to acquaint students with the most important economic, political, and social aspects of the region.  Using ethnographies, the course will focus on the development of plantation society, nation-state formation, race and ethnicity, gender, political economy, and transnationalism.  Class discussions will also address the issues of economic development, human rights, globalization, and U.S. foreign policies on the region.  This is a reading and writing intensive course in which students are expected to conduct primary research.",https://csi-undergraduate.catalog.cuny.edu/courses/1144081,https://explorer.cuny.edu/receiving-course/114408/1
SOC 312,"Food, Self, and Society","A sociological and anthropological examination of the ways in which the production and consumption of food shape and are shaped by the self and the social world. A major theme of the course will be the gendering of food through topics such as women's traditional roles as home cooks, women laborers in global food production, and female body image. Particular attention will be given to the meaning of practices of eating, preparing, and sharing food for the individual, family, community, and nation, and how these practices are influenced by larger forces such as social inequality and globalization. Students are expected to conduct primary research.",https://csi-undergraduate.catalog.cuny.edu/courses/0681921,https://explorer.cuny.edu/receiving-course/068192/1
